Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mutated peptide count	Mutation names	Mutated peptide count pellet	Mutation names pellet	Mutated peptide count supernatant	Mutation names supernatant	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides pellet	Peptides supernatant	Razor + unique peptides pellet	Razor + unique peptides supernatant	Unique peptides pellet	Unique peptides supernatant	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Q-value	Score	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L pellet	Ratio M/L supernatant	Ratio M/L normalized pellet	Ratio M/L normalized supernatant	Ratio M/L variability [%] pellet	Ratio M/L variability [%] supernatant	Ratio M/L count pellet	Ratio M/L count supernatant	Ratio M/L iso-count pellet	Ratio M/L iso-count supernatant	Ratio M/L type pellet	Ratio M/L type supernatant	Ratio H/L pellet	Ratio H/L supernatant	Ratio H/L normalized pellet	Ratio H/L normalized supernatant	Ratio H/L variability [%] pellet	Ratio H/L variability [%] supernatant	Ratio H/L count pellet	Ratio H/L count supernatant	Ratio H/L iso-count pellet	Ratio H/L iso-count supernatant	Ratio H/L type pellet	Ratio H/L type supernatant	Ratio H/M pellet	Ratio H/M supernatant	Ratio H/M normalized pellet	Ratio H/M normalized supernatant	Ratio H/M variability [%] pellet	Ratio H/M variability [%] supernatant	Ratio H/M count pellet	Ratio H/M count supernatant	Ratio H/M iso-count pellet	Ratio H/M iso-count supernatant	Ratio H/M type pellet	Ratio H/M type supernatant	Sequence coverage pellet [%]	Sequence coverage supernatant [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity pellet	Intensity L pellet	Intensity M pellet	Intensity H pellet	Intensity supernatant	Intensity L supernatant	Intensity M supernatant	Intensity H supernatant	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Skud_14.159_YNL175C	Skud_14.159_YNL175C	6	6	6	0		0		0		Skud_14.159_YNL175C	1	6	6	6	2	5	2	5	2	5	15.8	15.8	15.8	45.57	400	400	6						7					0	34.206	1.1887	1.1896	0.66083	2	0	Median	0.99361	1.1022	12.118	2	0	Median	0.77704	0.88702	6.8076	2	0	Median	1.1887	NaN	1.1896	NaN	0.66083	NaN	2	0	0	0	Median	Median	0.99361	NaN	1.1022	NaN	12.118	NaN	2	0	0	0	Median	Median	0.77704	NaN	0.88702	NaN	6.8076	NaN	2	0	0	0	Median	Median	4.5	13.8	24096000	17327000	3978200	2790400	9627800	2859100	3978200	2790400	14468000	14468000	0	0				367	576;2757;3713;4532;4607;4874	True;True;True;True;True;True	611;2878;3874;4779;4855;5146	1696;7464;10039;12299;12613;13444;13445	2739;11812;11813;15533;18757;19328;20601;20602;20603;20604	2739;11812;15533;18757;19328;20601			-1
Skud_14.163_YNL168C	Skud_14.163_YNL168C	1	1	1	0		0		0		Skud_14.163_YNL168C	1	1	1	1	0	1	0	1	0	1	4.2	4.2	4.2	28.921	259	259	8								1			0.0050251	6.3703	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0				368	5644	True	5954	15691	24415	24415			-1
Skud_8.203_NA;Skud_14.171_YHR141C	Skud_8.203_NA;Skud_14.171_YHR141C	3;3	3;3	3;3	0		0		0		Skud_8.203_NA;Skud_14.171_YHR141C	2	3	3	3	3	3	3	3	3	3	15.1	15.1	15.1	12.211	106	106;106	9.62									8	13	0	19.742	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	15.1	15.1	248620000	129270000	119350000	0	148070000	71511000	76559000	0	100550000	57763000	42789000	0				369	459;2127;2128	True;True;True	487;2230;2231	1325;1326;1327;5692;5693;5694;5695;5696;5697;5698;5699;5700;5701;5702;5703;5704;5705;5706;5707;5708;5709	2163;2164;2165;9062;9063;9064;9065;9066;9067;9068;9069;9070;9071;9072;9073;9074;9075;9076;9077;9078;9079;9080;9081	2164;9064;9081			-1;-1
Skud_14.173_YHR139C	Skud_14.173_YHR139C	1	1	1	0		0		0		Skud_14.173_YHR139C	1	1	1	1	0	1	0	1	0	1	3.4	3.4	3.4	37.459	354	354	1	1										0.003148	6.7268	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	3.4	9005200	9005200	0	0	0	0	0	0	9005200	9005200	0	0				370	4865	True	5137	13414	20566;20567	20567			-1
Skud_14.176_YHR132W-A	Skud_14.176_YHR132W-A	3	3	3	0		0		0		Skud_14.176_YHR132W-A	1	3	3	3	0	3	0	3	0	3	21.4	21.4	21.4	17.984	168	168	7.57							3	4			0	19.836	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	21.4	16305000	10971000	5333600	0	0	0	0	0	16305000	10971000	5333600	0				371	179;3603;4008	True;True;True	191;3758;4229	532;533;9778;9779;9780;9781;10917	883;884;15044;15045;15046;15047;16730	883;15044;16730			-1
Skud_14.180_YNL153C	Skud_14.180_YNL153C	2	2	2	0		0		0		Skud_14.180_YNL153C	1	2	2	2	0	2	0	2	0	2	16.3	16.3	16.3	15.088	129	129	10										3	0.001443	15.523	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	16.3	11839000	5128400	4393500	2316900	0	0	0	0	11839000	5128400	4393500	2316900				372	1479;4010	True;True	1555;4231	3932;10919;10920	6256;6257;6258;16732;16733;16734	6258;16732			-1
Skud_14.190_YNL141W	Skud_14.190_YNL141W	2	2	2	0		0		0		Skud_14.190_YNL141W	1	2	2	2	0	2	0	2	0	2	5.2	5.2	5.2	39.699	347	347	7							3				0.0013908	12.987	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	5.2	8581000	4375100	4205800	0	0	0	0	0	8581000	4375100	4205800	0				373	46;2181	True;True	48;2286	130;131;5928	199;200;9365	200;9365			-1
Skud_14.191_YNL139C	Skud_14.191_YNL139C	1	1	1	0		0		0		Skud_14.191_YNL139C	1	1	1	1	1	0	1	0	1	0	0.8	0.8	0.8	183.95	1594	1594	3			1								0.0032751	7.2318	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0.8	0	146990000	0	146990000	0	146990000	0	146990000	0	0	0	0	0				374	3527	True	3679	9532	14601	14601			-1
Skud_14.193_YNL138W	Skud_14.193_YNL138W	4	4	4	0		0		0		Skud_14.193_YNL138W	1	4	4	4	0	4	0	4	0	4	8.7	8.7	8.7	58.01	530	530	5					4						0	23.966	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	8.7	8163600	1296800	6866800	0	0	0	0	0	8163600	1296800	6866800	0				375	1953;2319;4422;4443	True;True;True;True	2048;2429;4661;4684	5194;6307;11982;12043	8263;10022;18315;18316;18401	8263;10022;18316;18401			-1
Skud_14.196_YNL135C	Skud_14.196_YNL135C	4	4	4	0		0		0		Skud_14.196_YNL135C	1	4	4	4	2	4	2	4	2	4	34.2	34.2	34.2	12.158	114	114	10										9	0	27.313	1.0151	1.0525	42.151	3	0	Median	0.74706	0.81091	93.898	3	0	Median	0.81695	0.91277	59.647	3	0	Median	NaN	0.81229	NaN	0.87401	NaN	26.286	1	2	0	0	Median	Median	NaN	0.62682	NaN	0.72534	NaN	15.772	1	2	0	0	Median	Median	NaN	0.78165	NaN	0.83995	NaN	11.758	1	2	0	0	Median	Median	14	34.2	753700000	374980000	315470000	63250000	29882000	5049100	8149100	16684000	723820000	369930000	307320000	46566000				376	1456;3596;4493;5890	True;True;True;True	1530;3751;4738;6209	3875;3876;9756;12168;12169;12170;16323;16324;16325	6172;6173;6174;6175;6176;6177;6178;15001;15002;18582;18583;18584;18585;25441;25442;25443	6176;15002;18585;25442			-1
Skud_14.209_YNL123W	Skud_14.209_YNL123W	3	3	3	0		0		0		Skud_14.209_YNL123W	1	3	3	3	0	3	0	3	0	3	2.6	2.6	2.6	111.07	997	997	3			3								0	18.671	0.99422	1.0643	32.351	3	0	Leave out requantified	0.83276	0.94147	6.0207	3	0	Leave out requantified	0.83999	0.89276	32.857	3	0	Leave out requantified	NaN	0.99422	NaN	1.0643	NaN	32.351	0	3	0	0	Median	Leave out requantified	NaN	0.83276	NaN	0.94147	NaN	6.0207	0	3	0	0	Median	Leave out requantified	NaN	0.83999	NaN	0.89276	NaN	32.857	0	3	0	0	Median	Leave out requantified	0	2.6	22395000	7942600	8277900	6174100	0	0	0	0	22395000	7942600	8277900	6174100				377	727;3216;5348	True;True;True	769;3352;5647	2081;8768;14872	3397;13415;22951;22952;22953	3397;13415;22952			-1
Skud_14.219_YNL112W	Skud_14.219_YNL112W	6	6	6	0		0		0		Skud_14.219_YNL112W	1	6	6	6	1	6	1	6	1	6	15.9	15.9	15.9	49.06	435	435	5.18					9	2					0	52.044	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	2.5	15.9	47204000	40279000	6925300	0	0	0	0	0	47204000	40279000	6925300	0				378	832;1184;1951;2202;4071;4787	True;True;True;True;True;True	879;1246;2046;2308;4296;5054;5055	2306;3203;3204;3205;5190;5191;6002;11093;13142;13143;13144	3744;5176;5177;5178;5179;8258;8259;8260;9474;17005;20128;20129;20130	3744;5178;8260;9474;17005;20130	215	414	-1
Skud_14.220_NA	Skud_14.220_NA	1	1	1	0		0		0		Skud_14.220_NA	1	1	1	1	0	1	0	1	0	1	7.1	7.1	7.1	11.853	112	112	6						1					0.0032258	6.9552	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	7.1	3412900	2494300	725040	193560	0	0	0	0	3412900	2494300	725040	193560				379	4969	True	5247	13717	21039	21039			-1
Skud_14.222_YNL110C	Skud_14.222_YNL110C	1	1	1	0		0		0		Skud_14.222_YNL110C	1	1	1	1	0	1	0	1	0	1	6.4	6.4	6.4	25.574	220	220	7							2				0.0031646	6.806	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	6.4	4600700	2578600	2022200	0	0	0	0	0	4600700	2578600	2022200	0				380	1820	True	1905	4852;4853	7698;7699	7699			-1
Skud_14.226_YNL104C;Skud_15.271_NA	Skud_14.226_YNL104C	3;1	3;1	3;1	0		0		0		Skud_14.226_YNL104C	2	3	3	3	0	3	0	3	0	3	3.6	3.6	3.6	68.314	619	619;604	5					3						0	18.24	0.70462	0.80801	11.756	2	0	Median	0.51541	0.68879	0.56299	2	0	Median	0.79828	0.91837	27.1	2	0	Median	NaN	0.70462	NaN	0.80801	NaN	11.756	0	2	0	0	Median	Median	NaN	0.51541	NaN	0.68879	NaN	0.56299	0	2	0	0	Median	Median	NaN	0.79828	NaN	0.91837	NaN	27.1	0	2	0	0	Median	Median	0	3.6	32140000	11387000	13959000	6793400	0	0	0	0	32140000	11387000	13959000	6793400				381	966;3662;4689	True;True;True	1019;3820;4942	2647;9921;12876	4280;4281;15303;19725;19726;19727	4280;15303;19726			-1;-1
Skud_14.232_YNL098C	Skud_14.232_YNL098C	2	2	2	0		0		0		Skud_14.232_YNL098C	1	2	2	2	1	2	1	2	1	2	7.1	7.1	7.1	34.855	323	323	7.33							2	1			0.0014265	14.06	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	3.7	7.1	12267000	6470800	2344600	3451100	7906100	2912200	2344600	2649200	4360600	3558600	0	801930				382	181;3686	True;True	193;3845	537;538;9981	888;889;890;891;15402	890;15402			-1
Skud_14.235_YNL096C	Skud_14.235_YNL096C	11	5	5	0		0		0		Skud_14.235_YNL096C	1	11	5	5	5	10	2	5	2	5	50.5	27.4	27.4	21.632	190	190	9									10		0	30.436	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	28.9	45.3	88230000	55455000	32776000	0	3894300	3894300	0	0	84336000	51560000	32776000	0				383	373;941;1121;1122;2249;3160;5102;5271;5727;6181;6182	True;False;True;True;False;False;True;False;True;False;False	393;994;1179;1180;2357;3294;5386;5566;6041;6515;6516	1086;1087;2602;2603;2604;2605;2606;3031;3032;3033;3034;6114;6115;6116;6117;6118;6119;6120;8619;14107;14108;14109;14645;14646;15897;17203;17204;17205	1764;1765;4216;4217;4218;4219;4220;4913;4914;4915;4916;9666;9667;9668;9669;9670;9671;9672;9673;9674;9675;9676;9677;9678;9679;9680;9681;9682;9683;9684;9685;9686;9687;9688;9689;9690;9691;9692;9693;9694;9695;13179;21689;21690;21691;22538;22539;24749;26898;26899;26900	1765;4219;4913;4915;9687;13179;21691;22539;24749;26899;26900			-1
Skud_14.245_YNL085W	Skud_14.245_YNL085W	3	3	3	0		0		0		Skud_14.245_YNL085W	1	3	3	3	2	2	2	2	2	2	3.2	3.2	3.2	94.647	832	832	4				4							0	18.223	1.2973	1.3174	18.068	3	0	Median	2.4723	2.6511	102.79	3	0	Median	1.9996	2.1353	83.744	3	0	Median	1.3243	NaN	1.3449	NaN	2.9144	NaN	2	1	0	0	Median	Median	2.5529	NaN	2.7375	NaN	4.5384	NaN	2	1	0	0	Median	Median	2.002	NaN	2.1378	NaN	0.17044	NaN	2	1	0	0	Median	Median	2.2	2.3	22475000	5867100	9814300	6793800	9260100	2035800	2502600	4721600	13215000	3831300	7311600	2072200				384	1277;3393;4771	True;True;True	1345;3537;5037	3398;9216;13106;13107	5446;14109;20076;20077;20078;20079;20080;20081	5446;14109;20081			-1
Skud_14.246_YNL084C	Skud_14.246_YNL084C	2	2	2	0		0		0		Skud_14.246_YNL084C	1	2	2	2	0	2	0	2	0	2	5.4	5.4	5.4	40.261	349	349	7							2				0.0025575	11.947	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	5.4	7483300	7483300	0	0	0	0	0	0	7483300	7483300	0	0				385	1363;3119	True;True	1432;3253	3614;8515	5769;13038	5769;13038			-1
Skud_14.251_YIL138C	Skud_14.251_YIL138C	10	10	10	0		0		0		Skud_14.251_YIL138C	1	10	10	10	0	10	0	10	0	10	54.8	54.8	54.8	23.483	199	199	8								17			0	71.723	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	54.8	178570000	118820000	58448000	1309000	0	0	0	0	178570000	118820000	58448000	1309000				386	800;1308;2903;3128;3912;3944;4037;4038;4265;5472	True;True;True;True;True;True;True;True;True;True	844;1376;3030;3262;4125;4158;4262;4263;4496;5776	2229;2230;3461;3462;7881;7882;8532;10625;10626;10698;10699;10700;11015;11016;11017;11599;15190	3633;3634;5552;5553;12287;12288;13058;16357;16358;16458;16459;16460;16887;16888;16889;17789;23569;23570;23571;23572	3633;5553;12288;13058;16358;16460;16888;16889;17789;23571			-1
Skud_14.255_YNL075W	Skud_14.255_YNL075W	3	3	3	0		0		0		Skud_14.255_YNL075W	1	3	3	3	2	2	2	2	2	2	10.3	10.3	10.3	33.441	290	290	7							4				0	18.512	0.87731	0.92357	0.20888	2	0	Median	0.55654	0.64736	62.254	2	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	5.9	7.9	14383000	5495400	6568700	2318900	10535000	2568700	5958900	2007000	3848200	2926600	609760	311840				387	1176;2475;4588	True;True;True	1238;2588;4836	3186;3187;6794;12466	5144;5145;10809;19026	5144;10809;19026			-1
Skud_14.259_YNL071W	Skud_14.259_YNL071W	3	3	3	0		0		0		Skud_14.259_YNL071W	1	3	3	3	2	1	2	1	2	1	8.6	8.6	8.6	51.446	477	477	6						3					0	18.194	0.76209	0.77454	3.3632	2	0	Median	0.53608	0.58279	11	2	0	Median	0.53762	0.56676	50.124	2	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	1	0	0	Median	Median	6.3	2.3	17217000	8189800	5526300	3500500	10097000	4943000	3050900	2102700	7120100	3246800	2475500	1397800				388	768;940;5165	True;True;True	811;993;5454	2164;2601;14320	3537;4215;22006	3537;4215;22006			-1
Skud_14.261_YIL133C	Skud_14.261_YIL133C	10	5	5	0		0		0		Skud_14.261_YIL133C	1	10	5	5	5	10	3	5	3	5	35.9	22.7	22.7	22.166	198	198	8.59								10	11	1	0	66.161	0.91374	1.0139	3.3895	4	0	Median	0.83023	0.97124	6.6429	4	0	Median	0.94134	1.0226	2.9632	4	0	Median	0.92456	0.91144	0.97997	1.024	3.8713	0.44259	2	2	0	0	Median	Median	0.84145	0.82679	0.93862	1.0386	0.77497	5.4212	2	2	0	0	Median	Median	0.96216	0.9165	1.0126	1.0226	4.1975	2.7862	2	2	0	0	Median	Median	22.7	35.9	583950000	296710000	280720000	6519000	126440000	59882000	64721000	1837600	457500000	236830000	216000000	4681400				389	95;2775;2981;2982;4377;4811;5896;5897;6012;6083	True;False;False;True;False;True;False;True;False;True	101;2896;3111;3112;4611;5079;5080;6216;6217;6342;6415	303;304;305;306;7515;7516;7517;8093;8094;8095;8096;8097;8098;8099;8100;8101;8102;8103;8104;8105;11861;11862;11863;13198;13199;16340;16341;16342;16343;16344;16345;16346;16347;16348;16349;16350;16351;16352;16353;16354;16724;16725;16726;16727;16932	433;434;435;436;437;438;439;440;441;442;443;444;445;11866;11867;11868;12522;12523;12524;12525;12526;12527;12528;12529;12530;12531;12532;12533;12534;18160;18161;18162;18163;20221;20222;25462;25463;25464;25465;25466;25467;25468;25469;25470;25471;25472;25473;25474;25475;25476;25477;26131;26132;26133;26134;26135;26136;26137;26138;26139;26140;26141;26142;26143;26144;26145;26146;26147;26148;26480	434;11868;12525;12532;18160;20222;25467;25476;26146;26480			-1
Skud_14.265_YNL067W	Skud_14.265_YNL067W	7	7	4	0		0		0		Skud_14.265_YNL067W	1	7	7	4	5	7	5	7	2	4	32.5	32.5	23.6	21.65	191	191	8.81								9	20	3	0	135.96	0.86387	0.92085	11.907	4	0	Median	0.81379	0.92284	14.579	4	0	Median	0.94898	1.0117	0.82547	4	0	Median	0.86387	0.90441	0.90943	0.9986	7.2098	16.907	2	2	0	0	Median	Median	0.81379	0.81841	0.89786	0.9983	12.179	19.412	2	2	0	0	Median	Median	0.97099	0.92586	1.0117	1.0177	0.13021	1.2944	2	2	0	0	Median	Median	18.8	32.5	853970000	452570000	366010000	35399000	483770000	265620000	196010000	22146000	370200000	186950000	170000000	13253000				390	1728;2178;2337;4723;5512;5513;6152	True;True;True;True;True;True;True	1811;2283;2447;4980;4981;5818;5819;6486	4571;5916;5917;5918;5919;5920;5921;5922;5923;5924;6357;6358;6359;6360;6361;12963;12964;12965;12966;12967;15322;15323;15324;15325;15326;15327;15328;15329;15330;15331;17141;17142	7246;9350;9351;9352;9353;9354;9355;9356;9357;9358;9359;9360;9361;10084;10085;10086;10087;10088;19843;19844;19845;19846;19847;23837;23838;23839;23840;23841;23842;23843;23844;23845;23846;23847;23848;23849;23850;23851;23852;23853;23854;23855;23856;26776;26777	7246;9359;10087;19845;23843;23854;26776	216;217	78;191	-1
Skud_14.268_YNL064C	Skud_14.268_YNL064C	7	7	7	0		0		0		Skud_14.268_YNL064C	1	7	7	7	0	7	0	7	0	7	20.7	20.7	20.7	44.523	410	410	6						13					0	55.189	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	20.7	62149000	47803000	14345000	0	0	0	0	0	62149000	47803000	14345000	0				391	1016;2118;2505;2873;5623;6115;6135	True;True;True;True;True;True;True	1073;2219;2619;2999;5933;6448;6468	2836;5653;6865;6866;6867;6868;7794;15641;17061;17062;17115;17116;17117	4575;9010;10901;10902;10903;10904;12174;12175;24347;26649;26650;26739;26740;26741	4575;9010;10901;12175;24347;26650;26741			-1
Skud_14.27_YNL312W	Skud_14.27_YNL312W	2	2	2	0		0		0		Skud_14.27_YNL312W	1	2	2	2	2	1	2	1	2	1	8.8	8.8	8.8	30.014	273	273	7							3				0.001321	12.401	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	8.8	3.7	7817100	729700	5937200	1150200	3663600	729700	1783700	1150200	4153500	0	4153500	0				392	1036;5818	True;True	1093;6136	2874;16144;16145	4630;4631;25186;25187	4630;25186			-1
Skud_14.271_YNL061W	Skud_14.271_YNL061W	6	6	6	0		0		0		Skud_14.271_YNL061W	1	6	6	6	1	6	1	6	1	6	10.3	10.3	10.3	69.731	619	619	4				9							0	39.363	0.82929	0.90065	33.088	6	0	Leave out requantified	0.66723	0.8224	13.666	6	0	Leave out requantified	0.69121	0.83011	31.091	6	0	Leave out requantified	NaN	0.82929	NaN	0.90065	NaN	34.683	1	5	0	0	Median	Leave out requantified	NaN	0.63699	NaN	0.79274	NaN	13.67	1	5	0	0	Median	Leave out requantified	NaN	0.69121	NaN	0.83011	NaN	28.568	1	5	0	0	Median	Leave out requantified	1.5	10.3	37619000	17768000	12102000	7749900	3323300	978090	1601500	743720	34296000	16790000	10500000	7006200				393	789;2413;2496;3636;4697;4832	True;True;True;True;True;True	832;2525;2610;3793;4951;5103	2201;2202;6589;6848;6849;9867;12888;12889;13335	3592;3593;3594;3595;3596;3597;10501;10880;10881;10882;15210;19740;19741;19742;19743;20441;20442	3597;10501;10882;15210;19742;20442			-1
Skud_14.275_YIL114C	Skud_14.275_YIL114C	9	9	9	0		0		0		Skud_14.275_YIL114C	1	9	9	9	9	0	9	0	9	0	38.2	38.2	38.2	30.357	283	283	7.46							7	6			0	67.95	0.77708	0.83536	13.274	5	0	Leave out requantified	0.62526	0.73922	34.497	5	0	Leave out requantified	0.7849	0.85931	21.135	5	0	Leave out requantified	0.77708	NaN	0.83536	NaN	13.274	NaN	5	0	0	0	Leave out requantified	Median	0.62526	NaN	0.73922	NaN	34.497	NaN	5	0	0	0	Leave out requantified	Median	0.7849	NaN	0.85931	NaN	21.135	NaN	5	0	0	0	Leave out requantified	Median	38.2	0	226220000	115750000	88175000	22290000	226220000	115750000	88175000	22290000	0	0	0	0				394	281;717;728;3138;3443;3929;4424;4786;5872	True;True;True;True;True;True;True;True;True	298;758;770;3272;3593;4143;4663;5053;6190	824;2044;2082;8562;9331;9332;10664;11984;11985;13139;13140;13141;16282	1383;3344;3398;13099;14293;14294;14295;14296;14297;16408;18318;18319;18320;18321;18322;18323;18324;18325;20120;20121;20122;20123;20124;20125;20126;20127;25384	1383;3344;3398;13099;14295;16408;18324;20124;25384			-1
